subject_id,trial,response,rt,responseConf,rtConf,correct,contrast
2,10,2,1.6092637729671,3.9,1.0186146669148,1,9
2,11,1,0.921477169409627,5,1.44594478528234,1,8
2,12,2,0.912808529232279,6,1.01864341068176,1,7
2,13,2,0.759402718271303,6,1.1254877457468,1,6
2,14,1,0.78598522502034,6,1.36584515392133,1,5
2,15,1,1.26152103102504,4.3,1.25899089541235,0,4
2,16,2,0.750976004774202,6,1.12548295511988,1,6
2,17,2,1.06972484347534,4.8,0.804968085867586,0,6
2,18,2,0.602516174356424,4.4,0.644704834050572,1,8
2,19,1,0.573379236668188,5.2,1.2322567995252,1,8
2,20,2,0.708547471524071,4.8,0.885137865700017,0,7
2,21,1,0.791320272943267,4.4,0.911825081877396,1,9
2,22,2,0.63547089984786,5.5,0.938490740230918,1,9
2,23,1,0.66227993483335,5.7,1.76632722790782,1,8
2,24,2,0.924988699252935,3.5,0.350977441963551,1,7
2,25,1,1.97805345176675,3.5,0.537895059938819,1,6
2,1,1,0.770693542543086,6,1.01865572943643,1,7.5
2,2,1,1.36151066273851,4.2,0.751547115989524,1,7.5
2,3,2,0.557931858802476,4.2,0.831720317699364,1,7.5
2,4,1,1.20277493666981,3.9,0.644735288753509,0,6.5
2,5,1,2.34361287898537,3.8,0.644715441869266,1,8.5
2,6,2,0.840380060997632,3.9,0.778277447812798,1,8.5
2,7,1,0.730823546480678,3.5,0.511202026571482,1,7.5
2,8,1,0.850529689399991,4.6,0.991924371050118,1,6.5
2,9,1,0.610108976507036,4.4,0.965184800159477,1,5.5
2,10,1,2.68152080518121,4.3,0.751549853492179,0,4.5
2,11,1,1.332325476591,3.7,0.644726391872609,1,6.5
2,12,1,0.560340175605234,5.4,1.36577637419941,1,6.5
2,13,1,1.13050661226407,4.1,0.64473973719214,1,5.5
2,14,1,0.788666949769322,4.8,1.31243171217284,1,4.5
2,15,1,0.73395251051079,4.4,0.724916018591102,1,3.5
2,16,2,1.04049756824315,4.3,1.15215306191203,0,2.5
2,17,1,0.748971469418393,5.1,0.991928477302281,1,4.5
2,18,2,0.622845885860443,4.5,3.5824995645653,1,4.5
2,19,2,0.968181679751069,3.5,0.751577228505994,0,3.5
2,20,1,0.709165462450983,4.3,0.885132390698345,1,5.5
2,21,2,0.873957568044716,4.5,0.885121440693183,0,5.5
2,22,2,0.593211065115611,4.3,0.537826280218724,1,7.5
2,23,1,0.532159652446353,4.2,0.671396156478295,1,7.5
2,24,2,0.738083057844051,4.9,1.81987891347126,1,6.5
2,25,1,0.687771889488431,4.2,0.617913935011529,0,5.5
2,1,2,0.986042165048275,4.3,1.17865960300151,1,6.5
2,2,2,1.10260394549186,3.7,0.671463225262414,1,6.5
2,3,1,0.734076382446801,3.8,0.644744527819057,1,6.5
2,4,2,0.915523788373321,4.1,0.858381527616075,0,5.5
2,5,2,0.771315297533874,4.4,0.804995803067868,1,7.5
2,6,2,0.581351524941056,4.3,0.698113142983857,1,7.5
2,7,2,0.80829791405813,4.3,0.724844501370171,1,6.5
2,8,1,0.826612482389464,3.5,0.564628129262928,1,5.5
2,9,1,0.864492999353388,4.9,0.831684730183042,1,4.5
2,10,2,0.909215216537632,4.5,0.96523578612323,1,3.5
2,11,2,0.833894920328021,4.5,0.751594337889401,1,2.5
2,12,1,0.726926371136869,4.3,0.724897882644655,0,1.5
2,13,2,0.849231087202497,4.6,0.778271630624658,1,3.5
2,14,1,0.630340137964595,5.9,1.55275182189325,1,3.5
2,15,1,0.618375203986943,5.1,1.01858421221368,1,2.5
2,16,2,0.697900986629975,4.3,2.62096248493799,0,1.5
2,17,1,1.34569919719434,3.4,1.17886252028802,0,3.5
2,18,1,0.840216153106667,3.5,0.431085285827066,1,5.5
2,19,1,0.708423941776346,4.7,0.858351757287892,1,5.5
2,20,1,1.48006945040834,3.5,0.297174932837152,0,4.5
2,21,2,0.773205200021039,5,0.724890354516901,1,6.5
2,22,1,0.521979569342875,4.9,0.67138657522446,0,6.5
2,23,1,0.660349996389414,4.3,1.81977625717082,1,8.5
2,24,2,0.616216684180472,4.5,0.938475683973593,1,8.5
2,25,1,0.634583949413354,4.5,0.724796937283827,0,7.5
2,1,1,0.562796056492516,4.3,0.831658381732268,1,8.5
2,2,1,0.672078136500204,3.7,0.724710363803752,1,8.5
2,3,2,0.663990873170405,5.2,0.991801867865433,1,8.5
2,4,2,0.904030046815024,4.8,0.698155574253178,1,7.5
2,5,2,0.815406862848249,4.5,0.751616580086193,0,6.5
2,6,1,0.519185949227904,4.6,0.5645685886102,1,8.5
2,7,1,0.644742474694795,4.6,0.885071823480757,1,8.5
2,8,2,0.572401606503263,4.6,0.698093638287901,0,7.5
2,9,2,0.428440175159267,4.7,0.858358258854423,1,9.5
2,10,1,0.838978460313228,4,1.20560311773988,1,9.5
2,11,1,0.92892899024082,3.9,0.831752483341916,1,8.5
2,12,1,1.23805003673442,3.5,0.484482644753371,1,7.5
2,13,2,0.527703684641892,5.4,1.44589448369516,1,6.5
2,14,1,1.67064779205066,3.5,0.350911741930759,1,5.5
2,15,2,1.35760801239303,4.6,1.12544428791261,1,4.5
2,16,2,0.611969450854303,5.1,0.991883650718592,1,3.5
2,17,2,0.544975607152082,5.7,1.04485327506154,1,2.5
2,18,2,0.741923772222435,3.5,0.61805252101658,1,1.5
2,19,1,1.38782147248276,4.2,0.911808656868743,0,0.5
2,20,2,0.636752392660128,3.5,0.431024718611297,0,2.5
2,21,1,0.770457090864511,4,0.751595364450623,1,4.5
2,22,1,0.639528561207044,5.1,0.885057451598186,1,4.5
2,23,2,1.28740034212024,3.5,0.297540389266942,1,3.5
2,24,2,0.537682219210183,3.2,1.81981458219161,0,2.5
2,25,2,1.56322276451465,5.4,1.55276071877051,1,4.5
2,1,1,0.88884683782635,4.9,1.36581538359314,1,4.5
2,2,2,0.906410646417498,5,0.831632717658067,1,4.5
2,3,2,0.516337579083483,4.8,0.671353383022506,1,4.5
2,4,1,0.8981389439341,3.5,0.270838116832238,0,3.5
2,5,1,0.834257981441624,3.9,0.724880773261248,0,5.5
2,6,1,0.631178839936183,5.1,0.751497498778917,1,7.5
2,7,2,0.498067495147552,3.5,0.537877266180658,0,7.5
2,8,1,0.746360235329121,3.8,0.591343747015344,1,9.5
2,9,1,0.599665751085922,5.6,1.01856949814464,1,9.5
2,10,1,1.40941351429137,3.5,0.618027199128846,0,8.5
2,11,2,1.27890211140038,5,1.01864067317911,1,10.5
2,12,2,0.479597573616047,5.5,0.965185826722518,1,10.5
2,13,1,0.540485420580808,6,0.831653248917064,1,9.5
2,14,1,0.468450468164519,6,0.80493626241514,1,8.5
2,15,1,0.609623412206929,6,0.778240149356861,1,7.5
2,16,2,0.847290540941685,6,1.28572156942391,1,6.5
2,17,1,0.750303948196233,4.4,0.965271715827839,0,5.5
2,18,1,0.714956646532301,3.5,0.377695455030334,0,7.5
2,19,2,0.526010882253104,4,2.14030241861656,1,9.5
2,20,1,0.678423322417075,5.1,1.87315479577592,1,9.5
2,21,2,0.623151459447399,5.4,0.618026172565806,1,8.5
2,22,1,0.940725910073525,5.2,1.15218864943017,1,7.5
2,23,2,0.489057693866926,4.7,0.564546346411589,1,6.5
2,24,1,0.489332812750945,4.6,0.617990242861197,1,5.5
2,25,1,0.518840339682356,4.5,0.537858788047743,0,4.5
2,1,1,0.783338403414746,4.7,1.0720435071089,0,5.5
2,2,1,0.60936061207758,3.5,0.163951692682531,0,5.5
2,3,1,1.49048222112651,3.5,2.83473088479695,0,5.5
2,4,2,0.907229159316557,5.4,0.99194524449922,1,7.5
2,5,1,0.687532015934266,5.3,0.751412294050169,1,7.5
2,6,1,0.799709687982613,4.6,0.43105791081507,1,6.5
2,7,2,0.75173087076837,4.8,0.591358118897915,1,5.5
2,8,2,0.765320511789469,3.4,2.14049746558703,0,4.5
2,9,2,0.597731022015068,5,0.591332112635428,1,6.5
2,10,1,1.14986964360651,5.1,0.67144132525209,0,6.5
2,11,1,0.850641584765981,5.1,0.698177816451789,1,8.5
2,12,2,0.754296251709093,4.9,0.724886248264738,1,8.5
2,13,1,0.86367003801206,3.8,0.671488889336615,0,7.5
2,14,2,0.877478336953573,3.8,0.377679030021682,1,9.5
2,15,2,0.631628816718148,6,0.75148483783596,1,9.5
2,16,2,0.482356632777737,6,0.804935578038567,1,8.5
2,17,1,0.561955301393027,6,0.858355179163482,1,7.5
2,18,1,0.532450854152557,6,1.04540385501787,1,6.5
2,19,1,0.801956492206955,4.8,0.805003673383908,1,5.5
2,20,1,0.547782572586584,5.2,0.564552505789834,1,4.5
2,21,2,0.793387770829213,4.4,0.751595022265974,1,3.5
2,22,1,0.53739409719492,4.1,0.698110405483021,1,2.5
2,23,1,1.356394272736,3.9,0.618030621004436,0,1.5
2,24,1,2.45942218874916,3.5,0.297526359570838,0,3.5
2,25,1,0.727006100863946,3.9,0.564642501145499,1,5.5
2,1,1,1.00735771922336,4,0.858372288546889,1,5.5
2,2,1,0.939386587544504,3.9,0.858406849501989,0,5.5
2,3,2,0.656573613292494,5.7,0.938452415211941,1,5.5
2,4,1,0.579024648804989,5.4,0.67138760178932,1,5.5
2,5,2,0.728275274921543,5.4,0.88511288600057,1,4.5
2,6,2,0.530521942269843,5.3,0.831650511416228,1,3.5
2,7,1,0.538457958651634,4.9,0.564577143300994,1,2.5
2,8,1,0.592077739562228,5.1,0.591306448561227,1,1.5
2,9,1,0.555113943360993,4.2,0.457722542603733,0,0.5
2,10,1,0.677982926888944,3.5,0.190617008849586,0,2.5
2,11,2,0.580159685297986,4.7,0.751528637856609,0,4.5
2,12,1,0.628181275969837,3.5,0.244077672494313,1,6.5
2,13,2,1.21864970693423,5.6,0.831675491117494,1,6.5
2,14,2,0.633239151880844,5.2,0.537790008325828,1,5.5
2,15,2,0.809444584932862,4.9,0.61805799602007,1,4.5
2,16,1,0.988709860102972,5,0.591332454823714,1,3.5
2,17,1,0.689291544920707,5.1,0.671321901756528,1,2.5
2,18,2,0.590644657611847,5.4,0.805005726509989,0,1.5
2,19,1,0.518458116057445,4.5,0.484448768176662,1,3.5
2,20,2,0.612108721234108,5.5,1.20551380675897,1,3.5
2,21,1,1.11822207500518,4.8,0.48449154163427,1,2.5
2,22,1,0.525886325942338,4.8,0.858359969792218,0,1.5
2,23,1,0.506954451057027,5,0.537827306781764,1,3.5
2,24,2,0.645771433009941,6,0.885157712586079,1,3.5
2,25,2,0.957743244958692,5.4,0.99190623510367,1,2.5
3,1,2,1.75726699224469,2.4,2.85303135239883,1,1
3,2,2,1.60602855469006,4.3,1.86674374964059,1,1
3,3,2,1.32825746853996,4.5,1.48226110665564,0,1
3,4,1,1.53457715460354,4.3,1.85002080487538,1,3
3,5,1,2.25937143271767,2.5,1.33180319409621,1,3
3,6,2,2.01638657647527,2.9,2.11748560767955,0,2
3,7,1,1.67733521033369,4.3,1.46549675744973,1,4
3,8,2,1.29392258122789,4.3,2.53542337920408,0,4
3,9,1,1.10586670097655,4.3,1.23148982066778,1,6
3,10,2,1.47610005776187,4.4,1.61593756073853,1,6
3,11,2,1.30237524603217,4.5,0.913852761710586,1,5
3,12,1,1.18998409522101,4.4,0.997441479445115,1,4
3,13,1,1.10256016304447,4.4,0.947333554157012,1,3
3,14,2,1.30209602270952,4.3,1.08105004393656,1,2
3,15,2,3.0382364857287,2.6,1.31506861502567,0,1
3,16,2,1.51441285084184,4.1,0.713234227303474,0,3
3,17,2,3.8737701855207,2.5,1.19805317014288,0,5
3,18,2,1.4868946397346,4.6,1.4655439790422,1,7
3,19,2,1.53557667828136,4.5,1.29837099198267,1,7
3,20,2,1.46038348038201,4.3,1.09775998565601,0,6
3,21,1,1.49351524367739,2.4,2.28464216983775,0,8
3,22,2,0.963131229485953,2.5,1.48226589725164,1,10
3,23,1,1.01750141664888,3.5,1.74970127210872,1,10
3,24,2,2.2575123392071,4.2,1.18132680352392,0,9
3,25,1,1.59608053950433,2.7,1.8500365454056,0,11
3,1,1,1.00458836459984,4.2,1.2142542821075,1,11
3,2,2,1.20562470743243,4.4,0.964048970843578,1,11
3,3,1,1.07099766218926,2.6,1.43212306904752,1,11
3,4,1,1.63576720713718,4.3,0.94731507614415,1,10
3,5,1,1.53151835893368,4.4,1.13120484863066,0,9
3,6,1,1.36863706169424,4.5,1.09777127777488,1,11
3,7,2,1.36587494080231,4.2,1.01366072723977,1,11
3,8,2,1.12044380083171,4.6,0.830318793647166,1,10
3,9,1,1.15566323751227,4.2,1.51569194002695,1,9
3,10,1,1.42467814037263,4.5,1.31505903383368,1,8
3,11,1,1.25887252634129,4.5,0.84701607450188,1,7
3,12,1,1.79170453518964,2.5,1.66613205894282,1,6
3,13,1,2.45015042472187,2.7,0.713273920817301,1,5
3,14,1,1.16269069994632,2.7,1.18135999551123,1,4
3,15,2,1.92488653130749,2.4,1.0810568876459,1,3
3,16,2,2.09925499385463,2.5,0.780140720340569,0,2
3,17,1,1.19886586056964,4.5,0.846496979187577,1,4
3,18,2,1.455408104046,2.6,1.49894777976442,0,4
3,19,1,1.65561567373516,4.2,0.713284870749703,1,6
3,20,1,0.92051066386739,4.4,0.947339029124123,1,6
3,21,2,1.35958215051323,2.6,1.09777367307288,1,5
3,22,1,1.38885235108864,4.4,0.964033230313362,0,4
3,23,2,1.36719509223985,4.4,1.29837646694796,1,6
3,24,2,1.28386780418259,2.4,1.34854838091451,1,6
3,25,1,1.10569526607105,4.2,1.29837133416731,1,5
3,1,1,1.84291019137709,4.5,1.33179463945999,1,5.5
3,2,2,1.09054432122866,4.4,1.09777401525935,1,5.5
3,3,1,3.06806034234978,2.5,1.29835764675045,0,5.5
